id_anchor,degree_anchor
190,200
188,48
187,199
185,132
184,200
183,200
262,200
265,38
355,168
325,200
332,65
331,34
329,100
327,200
194,200
326,200
324,200
334,200
323,169
322,200
321,200
320,200
319,200
318,200
333,200
335,200
316,139
345,200
353,200
192,200
195,140
350,200
171,200
246,155
244,200
243,200
242,200
241,180
211,200
208,200
264,174
170,200
177,200
176,200
174,200
173,200
172,200
169,200
196,176
179,148
167,200
166,200
165,200
164,113
163,172
160,166
178,174
180,44
206,200
193,200
204,200
202,200
198,200
352,200
348,126
36,163
51,76
307,200
306,200
301,154
291,200
300,200
299,200
295,200
294,70
293,181
292,200
158,200
156,167
155,200
45,200
50,189
310,200
49,200
48,200
47,200
46,200
44,200
53,150
43,200
42,200
41,200
40,200
39,200
38,55
52,200
54,200
309,160
311,200
347,200
281,200
343,200
336,182
342,115
341,200
340,16
339,161
338,200
337,92
317,200
315,200
266,200
274,192
285,200
282,200
279,31
313,200
278,200
275,200
273,200
287,200
272,196
271,200
270,200
269,200
268,196
267,200
286,200
290,162
314,170
305,175
2105,200
8673,200
2107,200
1939,160
1715,200
1825,197
1826,200
1827,200
1937,200
1938,200
1940,200
1989,200
1941,200
1942,168
1936,67
1943,200
1945,200
1946,139
1721,200
1720,200
1719,143
1718,35
1717,200
1716,136
1713,200
1723,193
1712,200
1711,200
1710,200
1709,145
1708,200
1707,200
1722,200
1724,98
1705,200
1947,181
1948,200
1949,200
1930,200
1986,154
1974,200
1985,200
1984,151
1982,200
1980,200
1978,200
1977,200
1954,200
1952,200
1915,200
1925,200
1932,130
1931,200
1929,139
1950,200
1928,200
1927,200
1924,200
1934,98
1923,200
1921,200
1920,83
1919,200
1918,98
1917,200
1933,200
1935,200
1951,125
1944,200
1733,200
1740,164
1739,200
1742,150
1701,115
1700,200
1698,178
1697,130
1696,100
1694,200
1686,200
1693,70
1692,97
1691,113
1690,113
1689,200
1687,24
1741,200
1743,200
1695,172
1794,147
1801,200
1800,200
1799,200
1798,200
1797,99
1796,200
1793,109
1803,200
1791,200
1790,200
1789,200
1788,200
1787,200
1702,46
1703,200
1737,200
1673,200
1736,74
1735,200
1734,200
1732,200
1725,145
1731,200
1730,200
1729,53
1728,200
1727,128
1726,200
1706,200
1704,101
1823,129
1682,120
1685,200
1681,128
1680,200
1679,200
1677,200
1676,200
1672,99
1684,200
1671,106
1670,200
1669,200
1668,118
1667,200
1666,72
1683,52
1988,193
1990,200
2108,200
1883,200
1875,200
1878,200
1879,200
1880,200
1881,200
1882,200
1876,200
1991,200
1995,115
1664,200
1662,171
1463,200
1462,200
1461,200
1885,200
1874,166
1872,82
1871,200
1870,200
1869,56
1868,200
1884,200
1886,107
1866,16
1899,200
1909,200
1907,200
1906,137
1905,81
1904,199
1900,91
1460,182
1459,184
1458,200
1433,116
1491,200
1490,200
1467,200
1466,200
1465,200
1435,200
1441,200
1440,200
1439,75
1438,200
1437,110
1436,200
1434,200
1464,200
1431,200
1457,200
1430,167
1429,200
1428,200
1427,200
1442,200
1443,200
1444,200
1446,194
1447,200
1448,200
1449,200
1451,200
1453,200
1456,200
1898,22
1888,200
1897,200
1965,200
1855,147
1854,200
1853,200
1852,200
1851,200
1850,62
1912,148
1914,121
1665,200
1963,200
1969,115
1968,106
1967,200
1966,200
1964,136
1856,200
1962,200
1972,176
1961,200
1960,200
1959,200
1958,196
1957,129
1956,200
1970,200
1973,182
1953,200
1987,200
1993,200
1992,124
1848,200
1858,200
1896,34
1835,188
1893,200
1892,200
1891,200
1890,145
1867,200
1865,200
1913,200
1836,200
1843,200
1842,124
1841,79
1840,200
1839,162
1838,200
1846,200
1859,200
1834,200
1832,135
1831,200
1830,200
1829,200
1828,200
1845,200
1847,200
1864,200
1857,147
1863,200
1862,26
1861,200
1860,200
1786,84
1802,116
1804,200
8628,200
8640,200
8641,169
8643,109
8644,200
8637,200
8645,200
8626,192
1744,52
8610,200
8611,135
8612,192
8613,120
8614,200
8615,200
8639,126
8638,200
8636,200
8629,200
8635,144
8634,106
8633,74
8632,97
8631,125
8630,200
8529,200
8527,121
5210,200
8422,200
8429,147
8428,131
8427,189
8627,200
8616,58
8619,110
8675,200
8652,158
8651,185
8650,200
8649,196
8664,200
8666,200
8647,200
8676,200
8682,200
8681,193
8680,131
8679,200
8678,166
8677,156
8668,200
8620,200
8674,200
1196,200
8672,200
8671,200
8670,200
8669,110
8648,200
8646,200
8609,200
8617,34
8624,200
8623,200
8622,200
8621,200
8425,138
8424,200
8423,200
8409,200
8386,194
8384,23
8393,198
8383,200
8382,168
8381,127
8380,180
8379,200
8378,200
8392,121
8394,200
8411,200
8404,80
8410,55
8408,165
8388,174
8407,200
8406,122
8405,200
8403,200
8395,72
8402,200
8401,200
8400,138
8399,200
8397,200
8396,200
8448,66
8450,89
8526,72
8387,116
8389,200
8421,132
8444,200
8431,185
8420,99
8419,200
8418,200
8417,200
8416,48
8415,200
8430,190
8432,143
8413,200
8441,200
8447,200
8446,182
8445,200
8443,174
8390,102
8442,200
8440,200
8433,200
8439,200
8438,183
8437,200
8436,200
8435,200
8434,200
8414,91
8412,200
8449,200
8385,83
8391,45
8653,200
8654,200
8665,200
1780,200
1764,135
1765,184
1767,200
1768,200
1769,200
1770,200
1771,200
1772,200
1773,200
1775,200
1776,200
1777,200
1778,200
1779,200
1781,104
1745,132
5206,200
5207,200
5209,200
8578,200
8584,200
8583,200
8582,168
8581,200
8580,168
8579,200
8577,44
8587,200
8576,200
8575,88
1762,200
1746,200
8573,200
1806,200
1814,181
1822,193
1820,200
1819,200
1817,200
1816,200
1815,200
1813,200
1805,200
1812,200
1811,200
1809,200
1808,200
1807,200
1785,61
1747,200
1784,200
1783,200
1753,95
1761,61
1759,200
1757,200
1756,200
1755,200
1754,117
1752,200
1782,200
1751,97
1750,23
1748,200
8574,188
8572,200
8655,200
8558,200
8531,154
8530,164
8546,84
8548,200
8567,121
8560,132
8566,200
8565,200
8564,200
8563,200
8562,200
8561,183
8559,145
8549,200
8557,91
8533,101
8555,200
8553,72
8551,200
8550,108
8606,194
8608,200
8528,200
8656,200
8663,59
8662,200
8661,185
8660,200
8658,200
8657,200
8532,200
8534,51
8571,200
8594,108
8586,200
8588,200
8569,200
8598,200
8604,145
8603,200
8602,200
8601,200
8600,200
8599,200
8597,200
8589,200
8596,200
8595,153
8592,200
8536,200
8591,200
8590,200
8570,200
8568,89
8607,200
8539,200
8545,103
8544,31
8543,104
8542,164
8541,200
8540,200
8537,70
8547,200
1492,61
1493,200
1494,200
2396,200
2390,99
2384,200
2391,200
2393,200
2394,200
2395,200
2397,200
2412,62
2398,200
2392,200
2362,127
2383,200
2381,200
2364,200
2389,200
2388,185
2387,200
2386,200
2385,200
2363,200
2361,200
2474,174
2333,200
2340,200
2339,200
2338,95
2337,200
2336,200
2334,200
2331,114
2342,200
2365,53
2366,200
2367,200
2583,200
2579,200
2596,200
2589,200
2595,200
2594,78
2593,200
2592,200
2591,200
2590,200
2588,200
2580,200
2586,27
2585,200
2584,200
2582,200
2368,200
2581,127
2478,200
2477,200
2476,200
2372,200
2380,200
2379,84
2378,184
2376,200
2375,106
2373,200
2371,200
2382,200
2369,200
2330,75
2329,33
2328,200
2466,194
2444,200
2443,200
2442,200
2441,200
2455,200
2457,200
2402,200
2467,125
2473,200
2472,200
2471,200
2470,195
2469,153
2468,200
2458,200
2446,34
2465,183
2464,157
2463,200
2461,200
2460,100
2459,188
2440,173
2439,194
2438,200
2411,200
2418,200
2417,200
2416,200
2415,163
2445,107
2456,186
2327,200
2350,120
2326,200
2325,200
2341,200
2343,200
2359,200
2352,200
2358,56
2357,200
2356,86
2355,200
2354,61
2353,200
2351,144
2344,200
2349,99
2447,200
2348,200
2347,200
2346,102
2345,50
2399,200
2400,117
2401,200
2448,105
2454,195
2453,200
2452,156
2451,108
2450,190
2449,185
2577,200
2562,200
2563,200
2490,200
2553,200
2552,47
2551,164
2549,200
2541,119
2548,76
2547,30
2545,200
2544,200
2543,20
2542,90
2521,104
2519,184
2558,200
2496,200
2555,200
2495,200
2494,200
2493,200
2492,200
2491,146
2489,77
2498,99
2488,200
2484,200
2483,200
2481,82
2480,200
2479,200
2497,200
2554,67
2556,200
2518,200
2536,89
2109,158
2110,195
2111,193
2112,200
2113,155
2114,200
2115,156
2116,104
2117,200
2321,200
2323,200
1997,200
2530,200
2537,171
2535,200
2550,195
2534,91
2532,181
2531,200
2529,200
2539,139
2528,200
2527,123
2526,200
2525,97
2524,200
2522,200
2538,200
2540,200
2520,200
2499,32
2510,200
2564,149
2624,112
2631,200
2638,200
2637,200
2636,97
2635,181
2634,168
2632,200
2630,200
2623,58
2629,180
2628,200
2627,200
2626,200
2625,200
2599,200
2622,200
2597,200
2561,200
2569,200
2576,180
2575,200
2574,200
2572,200
2571,200
2570,200
2568,200
2578,200
2567,117
2566,200
2565,200
2598,200
2620,200
2517,200
2560,104
2516,200
2515,200
2514,60
2512,200
2511,68
2508,200
2500,200
2507,200
2506,117
2505,84
2503,37
2502,129
2501,200
2557,200
2324,200
2600,152
2612,94
2619,79
2618,97
2616,37
2615,106
2614,200
2613,200
2611,48
2621,200
2609,74
2607,200
2605,200
2603,171
2602,76
2414,175
2410,200
1495,200
1395,200
1390,66
1391,200
1392,200
1393,200
1394,58
1405,200
1397,154
2437,200
1398,200
1399,179
1400,200
1402,200
1403,200
1396,200
1389,200
1404,123
1406,200
1387,200
1416,200
1422,200
1421,200
1420,200
1419,200
1418,200
1417,200
1415,200
1407,200
1414,155
1413,200
1412,191
1411,200
1506,200
1507,200
1508,133
1607,200
1602,200
1601,200
1599,41
1598,200
1597,124
1595,157
1606,200
1594,200
1592,200
1591,200
1590,200
1589,200
1588,200
1604,200
1623,152
1609,200
1616,200
1622,200
1621,200
1620,163
1619,59
1618,200
1617,200
1615,190
1608,200
1614,193
1613,200
1612,58
1611,47
1610,183
1409,200
1408,59
1388,200
1472,200
1423,200
1424,200
1425,200
1476,200
1485,200
1484,187
1483,200
1482,65
1480,200
1477,176
1475,200
1487,200
1474,200
1473,200
1471,103
1369,200
1470,172
1468,180
1486,200
1488,49
1426,200
1497,200
1503,200
1502,200
1501,149
1500,200
1499,200
1498,200
1496,200
1489,154
1368,200
1371,188
1386,53
1350,200
1505,200
1357,174
1363,200
1362,200
1361,200
1360,134
1359,200
1358,164
1356,200
1365,200
1355,200
1354,200
1352,174
1351,200
1349,200
1372,200
1364,200
1366,200
1385,195
1376,56
1384,200
1383,200
1382,200
1379,200
1378,173
1377,77
1375,49
1367,200
1374,86
1373,200
1603,43
1596,161
1587,87
1580,200
1567,200
1555,200
1554,200
1553,161
1552,60
1551,157
1550,200
1566,200
1568,200
1548,200
1577,190
1583,111
1582,182
1581,200
1579,189
1559,200
1578,200
1576,200
1569,200
1575,200
1574,200
1573,200
1572,200
1571,42
1570,70
1549,200
1547,200
1585,47
1516,200
1524,200
1556,200
1560,177
1521,200
2427,200
2409,200
2408,200
2407,200
2405,90
2404,200
2403,200
2419,200
2420,200
2421,34
2422,136
2423,145
2424,200
2425,52
2426,200
2428,94
1561,200
2430,66
2431,200
2432,200
2433,200
2434,200
2435,149
2436,200
1999,200
1996,200
1348,180
1557,194
1564,200
1563,200
1562,200
1523,191
1520,200
1624,200
1653,200
1638,200
1637,76
1636,200
1634,61
1643,98
1632,200
1631,113
1630,200
1629,107
1628,117
1627,200
1642,200
1644,200
1625,200
1660,200
1640,200
1659,91
1657,197
1656,133
1655,69
1654,200
1652,200
1645,200
1651,38
1650,200
1649,200
1648,200
1647,200
1646,200
1626,140
1639,200
1641,82
1519,200
1544,58
1518,200
1515,164
1527,20
1514,184
1513,200
1512,200
1511,200
1510,99
1509,200
1526,200
1528,77
1546,176
1539,200
1545,200
1543,200
1635,127
1542,200
1541,200
1540,200
1538,200
1529,200
1537,200
1535,200
1533,200
1532,200
1531,200
1530,200
1584,200
1586,200
1663,200
1195,122
4900,200
1197,200
4780,200
4792,200
4793,200
4794,43
4795,200
4789,200
4761,200
4778,200
3099,200
4764,200
4765,200
4766,200
4767,168
4768,80
4769,180
4791,200
4790,200
4788,200
4781,200
4787,200
4786,200
4785,200
4784,200
4783,200
4782,200
4763,200
4760,200
4797,200
4732,106
4738,200
4737,105
4736,38
4779,200
4770,200
4772,200
3090,200
3068,92
3067,101
3066,200
3065,200
3064,200
3081,200
3082,200
3083,97
3084,169
3085,200
3086,200
3087,200
3088,46
3089,200
3091,36
4773,68
3092,200
3093,96
3094,200
3095,200
3096,200
3097,200
3917,200
3919,62
3920,42
4771,200
4777,200
4776,200
4775,200
4774,200
4735,200
4734,200
4733,200
4873,200
4847,200
4845,200
4854,200
4844,200
4843,200
4842,200
4840,200
4839,200
4838,197
4853,200
4855,200
4836,200
4867,200
4874,77
4872,200
4849,200
4871,200
4870,200
4868,200
4866,200
4856,200
4865,200
4864,200
4863,200
4861,200
4860,200
4859,200
4837,200
4835,200
4799,200
4848,200
4850,200
4731,200
4754,200
4741,200
4730,200
4729,200
4728,200
4727,156
4726,200
4725,200
4740,200
4742,200
4759,200
4751,200
4758,200
4756,200
4755,101
4753,200
4851,200
4752,200
4750,200
4743,200
4749,37
4748,200
4747,76
4746,200
4745,176
4744,200
4796,200
4798,200
4876,200
4846,99
4852,200
3069,200
3070,164
5199,200
3054,200
3048,200
3049,200
3043,100
3050,196
3052,200
3053,200
3056,200
3072,200
3057,200
3058,200
3051,200
3023,200
3042,200
3040,200
3047,60
3046,200
3045,200
3044,200
3024,200
3022,169
3140,81
2993,200
2999,200
2998,200
2997,200
2996,200
2995,200
2994,200
2992,199
3002,76
2991,200
3025,200
3026,200
3027,200
3239,156
3254,200
3246,42
3253,22
3252,47
3251,182
3250,200
3249,200
3248,200
3245,200
3237,200
3244,200
3243,49
3242,182
3241,183
3238,139
3028,200
3143,200
3142,200
3141,200
3033,148
3039,190
3038,200
3037,200
3036,200
3035,200
3034,200
3032,200
3041,200
3031,200
3029,200
2990,200
2989,200
2988,58
3122,200
3106,50
3105,200
3103,71
3119,200
3121,58
3063,200
3132,91
3139,145
3138,51
3137,167
3136,186
3135,200
3133,152
3130,187
3129,200
3108,64
3128,92
3127,200
3126,88
3124,200
3123,200
3102,200
3101,200
3100,200
3071,147
3080,200
3078,200
3077,59
3075,200
3073,200
3107,200
3109,200
2986,200
3009,200
2985,200
3001,107
3003,179
3021,200
3013,200
3020,168
3019,200
3018,17
3016,200
3015,200
3014,200
3011,200
3004,163
3010,200
3008,200
3120,66
3007,200
3006,200
3005,200
3060,200
3061,200
3062,200
3112,200
3118,200
3117,200
3116,200
3115,72
3114,165
3113,200
3110,200
4807,200
4813,200
4812,200
5099,200
5102,200
5092,137
5094,200
5095,200
5097,200
5098,200
5100,200
4811,200
5093,200
4562,162
4877,171
4875,200
4681,92
4680,200
5091,200
5088,26
5087,200
5086,148
5085,59
5084,178
5101,200
5104,200
5081,111
5114,200
5121,200
5120,200
5119,200
5118,200
5117,200
5115,200
5113,200
4678,200
4677,200
4676,200
4651,37
4707,200
4685,200
4684,200
4683,200
4654,95
4661,200
4660,100
4659,200
4657,80
4656,200
4655,200
4653,200
4682,200
4652,200
4650,200
4675,176
4649,200
4648,82
4647,44
4662,200
4663,159
4665,200
4666,78
4667,156
4669,182
4670,200
4671,72
4672,200
4673,78
4674,101
5105,200
5111,200
5110,193
5175,200
5066,200
5065,121
5064,157
5063,200
5062,200
5122,200
5124,48
4878,197
5174,200
5184,31
5183,200
5181,200
5179,181
5177,94
5173,170
5061,200
5186,200
5172,60
5171,200
5170,53
5169,62
5168,200
5167,200
5185,49
5187,200
5165,200
5197,200
5205,200
5203,151
5202,200
5067,195
5068,200
5109,200
5059,200
5108,200
5107,200
5106,200
5082,172
5079,87
5123,200
5051,200
5057,200
5056,200
5055,131
5054,200
5053,200
5052,69
5050,200
5049,200
5071,200
5048,47
5047,186
5046,200
5045,200
5044,40
5058,200
5060,117
5078,153
5070,200
5077,102
5076,200
5075,200
5074,200
5073,200
4708,192
4709,200
4710,163
4625,106
4619,200
4617,52
4614,200
4613,200
4612,94
4610,200
4623,200
4609,200
4608,154
4607,200
4605,200
4604,186
4603,200
4621,31
4601,139
4611,200
4635,200
4641,47
4640,91
4639,200
4638,200
4637,200
4636,111
4634,200
4627,59
4633,168
4632,138
4631,200
4630,200
4629,65
4620,200
4722,167
4602,107
4827,200
4810,200
4809,200
4808,200
4806,200
4816,200
4805,200
4804,200
4803,200
4802,200
4801,200
4800,200
4815,200
4818,200
4834,200
4833,200
4723,200
4832,200
4831,200
4830,200
4829,200
4828,182
4826,200
4819,200
4825,200
4824,200
4823,200
4822,200
4821,200
4820,200
4724,200
4628,200
4600,200
4711,200
4688,151
4643,142
4644,200
4696,200
4702,200
4701,200
4700,200
4699,178
4698,200
4697,151
4695,200
4704,200
4694,136
4691,200
4690,200
4687,200
4583,200
4686,200
4703,200
4705,200
4646,71
4714,200
4720,200
4719,50
4718,200
4717,200
4716,200
4715,200
4713,95
4706,200
4712,182
4642,200
4584,200
4721,200
4564,200
4572,82
4578,200
4577,200
4576,200
4575,200
4574,176
4573,54
4570,131
4580,200
4569,200
4568,28
4567,200
4566,200
4565,157
4579,200
4585,200
4581,200
4599,37
4591,200
4598,28
4597,43
4596,40
4595,94
4594,116
4592,200
4590,55
4582,200
4588,200
4587,19
4586,165
3236,122
3234,198
3220,200
2824,147
2818,93
2819,200
2821,200
2822,100
2823,200
2835,200
2827,147
2928,66
2828,200
2829,160
2831,175
2832,200
2833,200
2825,200
2817,200
2834,200
2836,200
2860,200
2850,200
2859,200
2858,200
2854,101
2853,200
2852,200
2851,98
2849,200
2839,125
2845,200
2844,48
2843,200
2842,200
2900,43
2861,200
2863,200
2883,200
2877,200
2876,200
2875,200
2874,200
2873,200
2870,200
2881,79
2869,200
2868,200
2867,200
2866,200
2865,200
2864,200
2879,139
2862,200
2885,200
2892,200
2898,54
2897,200
2896,177
2895,200
2894,200
2893,199
2891,200
2884,200
2890,200
2889,200
2888,66
2887,182
2886,200
2841,200
2840,200
2899,135
2906,200
2944,109
2940,200
2902,200
2910,200
2917,200
2915,200
2914,170
2913,200
2912,64
2911,71
2909,155
2920,200
2908,200
2907,200
2905,146
2965,108
2904,200
2903,83
2918,200
2921,75
2939,84
2931,200
2938,200
2936,200
2935,200
2934,200
2933,189
2932,200
2930,200
2922,200
2964,200
2968,200
2901,200
2946,95
2981,131
2952,200
2958,200
2957,200
2956,136
2955,56
2954,200
2953,200
2951,200
2960,200
2950,200
2949,200
2948,93
2947,200
2945,116
2969,200
2959,200
2961,200
2942,200
2973,200
2979,200
2978,200
2977,200
2976,120
2975,127
2974,200
2972,200
2962,200
2971,200
2970,82
2878,200
2871,151
3295,200
3639,193
3614,63
3624,121
3612,200
3611,200
3610,200
3609,200
3608,200
3607,200
3623,200
3625,200
3642,200
3635,200
3641,200
3640,186
3638,200
3617,200
3637,190
3636,200
3634,200
3626,200
3633,198
3632,200
3631,200
3630,200
3628,200
3627,200
3681,200
3683,200
3684,200
3733,200
3616,200
3618,200
3739,64
3676,200
3652,200
3651,200
3650,200
3649,200
3648,200
3647,200
3662,200
3664,200
3644,200
3674,200
3680,200
3679,200
3678,200
3677,200
3675,200
3619,200
3672,200
3665,200
3671,200
3670,200
3669,200
3668,186
3667,200
3666,200
3646,199
3643,200
3760,200
3615,200
3622,200
3620,200
3740,200
3737,198
3296,200
3704,135
3699,200
3698,200
3697,200
3696,105
3694,200
3720,200
3693,200
3692,200
3691,200
3690,200
3688,200
3686,200
3702,162
3703,200
3705,200
3701,179
3706,166
3707,200
3708,200
3709,200
3711,200
3712,200
3713,200
3714,200
3715,200
3716,200
3717,200
3718,200
3719,24
3297,171
3700,200
3695,200
3736,200
3759,200
3735,200
3734,200
3731,200
3742,200
3730,200
3729,147
3728,200
3727,200
3726,200
3725,200
3741,200
3743,200
3685,200
3752,200
3758,200
3721,200
3757,200
3756,200
3754,200
3753,200
3751,200
3744,200
3750,199
3749,200
3748,200
3747,55
3746,200
3745,200
3724,200
3723,200
2929,200
2926,200
3221,179
3204,200
3217,200
3177,182
3179,200
3200,200
3201,200
3203,200
3205,200
2925,139
3206,200
3199,200
3207,111
3209,98
3210,200
3212,200
3151,119
3157,200
3156,200
3155,70
3154,44
3153,114
3152,200
3150,200
3159,89
3149,200
3148,117
3147,123
3146,58
3145,25
3144,200
3158,200
3160,200
3213,200
3214,200
3215,55
3194,200
2760,42
2761,154
2762,113
